@cycle_counter=0 	HTRANS=IDLE 	HBURST=SINGLE 	HSIZE=Byte 	burst_length=x 	HWRITE=x 	HADDR=xxxxxxxx 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=x 	HRESP=OKAY 	data=xxxxxxxxxxxxxxxx 	data_buffer=xxxxxxxxxxxxxxxx 	@local_cycle_counter=0 
@cycle_counter=433 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=22 	HWRITE=1 	HADDR=00000054 	HWDATA=xxxxxxxx9b9a9998 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=a7a6a5a4xxxxxxxx 	data_buffer=xxxxxxxx9b9a9998 	@local_cycle_counter=21 
@cycle_counter=434 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=22 	HWRITE=1 	HADDR=00000058 	HWDATA=a7a6a5a4xxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxxabaaa9a8 	data_buffer=a7a6a5a4xxxxxxxx 	@local_cycle_counter=0 

@cycle_counter=435 	HTRANS=NONSEQ 	HBURST=INCR4 	HSIZE=Byte 	burst_length=4 	HWRITE=1 	HADDR=00000005 	HWDATA=xxxxxxxxabaaa9a8 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxx05xxxxxxxxxx 	data_buffer=xxxxxxxxabaaa9a8 	@local_cycle_counter=1 
@cycle_counter=436 	HTRANS=BUSY 	HBURST=INCR4 	HSIZE=Byte 	burst_length=4 	HWRITE=1 	HADDR=00000006 	HWDATA=xxxx05xxxxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xx0exxxxxxxxxxxx 	data_buffer=xxxx05xxxxxxxxxx 	@local_cycle_counter=2 
@cycle_counter=437 	HTRANS=SEQ 	HBURST=INCR4 	HSIZE=Byte 	burst_length=4 	HWRITE=1 	HADDR=00000006 	HWDATA=xxxx05xxxxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xx0exxxxxxxxxxxx 	data_buffer=xxxx05xxxxxxxxxx 	@local_cycle_counter=2 
@cycle_counter=438 	HTRANS=SEQ 	HBURST=INCR4 	HSIZE=Byte 	burst_length=4 	HWRITE=1 	HADDR=00000007 	HWDATA=xx0exxxxxxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=17xxxxxxxxxxxxxx 	data_buffer=xx0exxxxxxxxxxxx 	@local_cycle_counter=3 
@cycle_counter=439 	HTRANS=SEQ 	HBURST=INCR4 	HSIZE=Byte 	burst_length=4 	HWRITE=1 	HADDR=00000008 	HWDATA=17xxxxxxxxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxxxxxxxx18 	data_buffer=17xxxxxxxxxxxxxx 	@local_cycle_counter=0 

@cycle_counter=440 	HTRANS=NONSEQ 	HBURST=INCR8 	HSIZE=Halfword 	burst_length=8 	HWRITE=1 	HADDR=00000001 	HWDATA=xxxxxxxxxxxxxx18 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxxxxxx01xx 	data_buffer=xxxxxxxxxxxxxx18 	@local_cycle_counter=1 
@cycle_counter=441 	HTRANS=SEQ 	HBURST=INCR8 	HSIZE=Halfword 	burst_length=8 	HWRITE=1 	HADDR=00000002 	HWDATA=xxxxxxxxxxxx01xx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx0b0axxxx 	data_buffer=xxxxxxxxxxxx01xx 	@local_cycle_counter=2 
@cycle_counter=442 	HTRANS=SEQ 	HBURST=INCR8 	HSIZE=Halfword 	burst_length=8 	HWRITE=1 	HADDR=00000004 	HWDATA=xxxxxxxx0b0axxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxx1514xxxxxxxx 	data_buffer=xxxxxxxx0b0axxxx 	@local_cycle_counter=3 
@cycle_counter=443 	HTRANS=SEQ 	HBURST=INCR8 	HSIZE=Halfword 	burst_length=8 	HWRITE=1 	HADDR=00000006 	HWDATA=xxxx1514xxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=1f1exxxxxxxxxxxx 	data_buffer=xxxx1514xxxxxxxx 	@local_cycle_counter=4 
@cycle_counter=444 	HTRANS=SEQ 	HBURST=INCR8 	HSIZE=Halfword 	burst_length=8 	HWRITE=1 	HADDR=00000008 	HWDATA=1f1exxxxxxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxxxxxx2120 	data_buffer=1f1exxxxxxxxxxxx 	@local_cycle_counter=5 
@cycle_counter=445 	HTRANS=SEQ 	HBURST=INCR8 	HSIZE=Halfword 	burst_length=8 	HWRITE=1 	HADDR=0000000a 	HWDATA=xxxxxxxxxxxx2120 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx2b2axxxx 	data_buffer=xxxxxxxxxxxx2120 	@local_cycle_counter=6 
@cycle_counter=446 	HTRANS=SEQ 	HBURST=INCR8 	HSIZE=Halfword 	burst_length=8 	HWRITE=1 	HADDR=0000000c 	HWDATA=xxxxxxxx2b2axxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxx3534xxxxxxxx 	data_buffer=xxxxxxxx2b2axxxx 	@local_cycle_counter=7 
@cycle_counter=447 	HTRANS=SEQ 	HBURST=INCR8 	HSIZE=Halfword 	burst_length=8 	HWRITE=1 	HADDR=0000000e 	HWDATA=xxxx3534xxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=3f3exxxxxxxxxxxx 	data_buffer=xxxx3534xxxxxxxx 	@local_cycle_counter=0 

@cycle_counter=448 	HTRANS=NONSEQ 	HBURST=INCR16 	HSIZE=Byte 	burst_length=16 	HWRITE=1 	HADDR=00000006 	HWDATA=3f3exxxxxxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xx06xxxxxxxxxxxx 	data_buffer=3f3exxxxxxxxxxxx 	@local_cycle_counter=1 
@cycle_counter=449 	HTRANS=BUSY 	HBURST=INCR16 	HSIZE=Byte 	burst_length=16 	HWRITE=1 	HADDR=00000007 	HWDATA=xx06xxxxxxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=0fxxxxxxxxxxxxxx 	data_buffer=xx06xxxxxxxxxxxx 	@local_cycle_counter=2 
@cycle_counter=450 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Byte 	burst_length=16 	HWRITE=1 	HADDR=00000007 	HWDATA=xx06xxxxxxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=0fxxxxxxxxxxxxxx 	data_buffer=xx06xxxxxxxxxxxx 	@local_cycle_counter=2 
@cycle_counter=451 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Byte 	burst_length=16 	HWRITE=1 	HADDR=00000008 	HWDATA=0fxxxxxxxxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxxxxxxxx10 	data_buffer=0fxxxxxxxxxxxxxx 	@local_cycle_counter=3 
@cycle_counter=452 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Byte 	burst_length=16 	HWRITE=1 	HADDR=00000009 	HWDATA=xxxxxxxxxxxxxx10 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxxxxxx19xx 	data_buffer=xxxxxxxxxxxxxx10 	@local_cycle_counter=4 
@cycle_counter=453 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Byte 	burst_length=16 	HWRITE=1 	HADDR=0000000a 	HWDATA=xxxxxxxxxxxx19xx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxxxx22xxxx 	data_buffer=xxxxxxxxxxxx19xx 	@local_cycle_counter=5 
@cycle_counter=454 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Byte 	burst_length=16 	HWRITE=1 	HADDR=0000000b 	HWDATA=xxxxxxxxxx22xxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx2bxxxxxx 	data_buffer=xxxxxxxxxx22xxxx 	@local_cycle_counter=6 
@cycle_counter=455 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Byte 	burst_length=16 	HWRITE=1 	HADDR=0000000c 	HWDATA=xxxxxxxx2bxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxx34xxxxxxxx 	data_buffer=xxxxxxxx2bxxxxxx 	@local_cycle_counter=7 
@cycle_counter=456 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Byte 	burst_length=16 	HWRITE=1 	HADDR=0000000d 	HWDATA=xxxxxx34xxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxx3dxxxxxxxxxx 	data_buffer=xxxxxx34xxxxxxxx 	@local_cycle_counter=8 
@cycle_counter=457 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Byte 	burst_length=16 	HWRITE=1 	HADDR=0000000e 	HWDATA=xxxx3dxxxxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xx46xxxxxxxxxxxx 	data_buffer=xxxx3dxxxxxxxxxx 	@local_cycle_counter=9 
@cycle_counter=458 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Byte 	burst_length=16 	HWRITE=1 	HADDR=0000000f 	HWDATA=xx46xxxxxxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=4fxxxxxxxxxxxxxx 	data_buffer=xx46xxxxxxxxxxxx 	@local_cycle_counter=10 
@cycle_counter=459 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Byte 	burst_length=16 	HWRITE=1 	HADDR=00000010 	HWDATA=4fxxxxxxxxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxxxxxxxx50 	data_buffer=4fxxxxxxxxxxxxxx 	@local_cycle_counter=11 
@cycle_counter=460 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Byte 	burst_length=16 	HWRITE=1 	HADDR=00000011 	HWDATA=xxxxxxxxxxxxxx50 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxxxxxx59xx 	data_buffer=xxxxxxxxxxxxxx50 	@local_cycle_counter=12 
@cycle_counter=461 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Byte 	burst_length=16 	HWRITE=1 	HADDR=00000012 	HWDATA=xxxxxxxxxxxx59xx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxxxx62xxxx 	data_buffer=xxxxxxxxxxxx59xx 	@local_cycle_counter=13 
@cycle_counter=462 	HTRANS=BUSY 	HBURST=INCR16 	HSIZE=Byte 	burst_length=16 	HWRITE=1 	HADDR=00000013 	HWDATA=xxxxxxxxxx62xxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx6bxxxxxx 	data_buffer=xxxxxxxxxx62xxxx 	@local_cycle_counter=14 
@cycle_counter=463 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Byte 	burst_length=16 	HWRITE=1 	HADDR=00000013 	HWDATA=xxxxxxxxxx62xxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx6bxxxxxx 	data_buffer=xxxxxxxxxx62xxxx 	@local_cycle_counter=14 
@cycle_counter=464 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Byte 	burst_length=16 	HWRITE=1 	HADDR=00000014 	HWDATA=xxxxxxxx6bxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxx74xxxxxxxx 	data_buffer=xxxxxxxx6bxxxxxx 	@local_cycle_counter=15 
@cycle_counter=465 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Byte 	burst_length=16 	HWRITE=1 	HADDR=00000015 	HWDATA=xxxxxx74xxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxx7dxxxxxxxxxx 	data_buffer=xxxxxx74xxxxxxxx 	@local_cycle_counter=0 

@cycle_counter=466 	HTRANS=NONSEQ 	HBURST=INCR16 	HSIZE=Halfword 	burst_length=16 	HWRITE=0 	HADDR=00000002 	HWDATA=xxxx7dxxxxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx0302xxxx 	data_buffer=xxxx7dxxxxxxxxxx 	@local_cycle_counter=1 
@cycle_counter=467 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Halfword 	burst_length=16 	HWRITE=0 	HADDR=00000004 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxx0302xxxx 	HREADY=1 	HRESP=OKAY 	data=xxxx0d0cxxxxxxxx 	data_buffer=xxxxxxxx0302xxxx 	@local_cycle_counter=2 
@cycle_counter=468 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Halfword 	burst_length=16 	HWRITE=0 	HADDR=00000006 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxx0504xxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=1716xxxxxxxxxxxx 	data_buffer=xxxx0d0cxxxxxxxx 	@local_cycle_counter=3 
@cycle_counter=469 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Halfword 	burst_length=16 	HWRITE=0 	HADDR=00000008 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=100fxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxxxxxx1918 	data_buffer=1716xxxxxxxxxxxx 	@local_cycle_counter=4 
@cycle_counter=470 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Halfword 	burst_length=16 	HWRITE=0 	HADDR=0000000a 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxxxxxx1312 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx2322xxxx 	data_buffer=xxxxxxxxxxxx1918 	@local_cycle_counter=5 
@cycle_counter=471 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Halfword 	burst_length=16 	HWRITE=0 	HADDR=0000000c 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxx1e1dxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxx2d2cxxxxxxxx 	data_buffer=xxxxxxxx2322xxxx 	@local_cycle_counter=6 
@cycle_counter=472 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Halfword 	burst_length=16 	HWRITE=0 	HADDR=0000000e 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxx2928xxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=3736xxxxxxxxxxxx 	data_buffer=xxxx2d2cxxxxxxxx 	@local_cycle_counter=7 
@cycle_counter=473 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Halfword 	burst_length=16 	HWRITE=0 	HADDR=00000010 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=3433xxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxxxxxx3938 	data_buffer=3736xxxxxxxxxxxx 	@local_cycle_counter=8 
@cycle_counter=474 	HTRANS=BUSY 	HBURST=INCR16 	HSIZE=Halfword 	burst_length=16 	HWRITE=0 	HADDR=00000012 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxxxxxx3736 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx4342xxxx 	data_buffer=xxxxxxxxxxxx3938 	@local_cycle_counter=9 
@cycle_counter=475 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Halfword 	burst_length=16 	HWRITE=0 	HADDR=00000012 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx4342xxxx 	data_buffer=xxxxxxxxxxxx3938 	@local_cycle_counter=9 
@cycle_counter=476 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Halfword 	burst_length=16 	HWRITE=0 	HADDR=00000014 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxx4241xxxx 	HREADY=1 	HRESP=OKAY 	data=xxxx4d4cxxxxxxxx 	data_buffer=xxxxxxxx4342xxxx 	@local_cycle_counter=10 
@cycle_counter=477 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Halfword 	burst_length=16 	HWRITE=0 	HADDR=00000016 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxx4d4cxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=5756xxxxxxxxxxxx 	data_buffer=xxxx4d4cxxxxxxxx 	@local_cycle_counter=11 
@cycle_counter=478 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Halfword 	burst_length=16 	HWRITE=0 	HADDR=00000018 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=5857xxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxxxxxx5958 	data_buffer=5756xxxxxxxxxxxx 	@local_cycle_counter=12 
@cycle_counter=479 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Halfword 	burst_length=16 	HWRITE=0 	HADDR=0000001a 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxxxxxx5b5a 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx6362xxxx 	data_buffer=xxxxxxxxxxxx5958 	@local_cycle_counter=13 
@cycle_counter=480 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Halfword 	burst_length=16 	HWRITE=0 	HADDR=0000001c 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxx6665xxxx 	HREADY=1 	HRESP=OKAY 	data=xxxx6d6cxxxxxxxx 	data_buffer=xxxxxxxx6362xxxx 	@local_cycle_counter=14 
@cycle_counter=481 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Halfword 	burst_length=16 	HWRITE=0 	HADDR=0000001e 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxx7170xxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=7776xxxxxxxxxxxx 	data_buffer=xxxx6d6cxxxxxxxx 	@local_cycle_counter=15 
@cycle_counter=482 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Halfword 	burst_length=16 	HWRITE=0 	HADDR=00000020 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=7c7bxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxxxxxx7978 	data_buffer=7776xxxxxxxxxxxx 	@local_cycle_counter=0 

@cycle_counter=483 	HTRANS=NONSEQ 	HBURST=INCR16 	HSIZE=Word 	burst_length=16 	HWRITE=0 	HADDR=00000002 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxxxxxx7f7e 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx0302xxxx 	data_buffer=xxxxxxxxxxxx7978 	@local_cycle_counter=1 
@cycle_counter=484 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Word 	burst_length=16 	HWRITE=0 	HADDR=00000004 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxx8a89xxxx 	HREADY=1 	HRESP=OKAY 	data=0f0e0d0cxxxxxxxx 	data_buffer=xxxxxxxx0302xxxx 	@local_cycle_counter=2 
@cycle_counter=485 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Word 	burst_length=16 	HWRITE=0 	HADDR=00000008 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=07060504xxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx13121110 	data_buffer=0f0e0d0cxxxxxxxx 	@local_cycle_counter=3 
@cycle_counter=486 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Word 	burst_length=16 	HWRITE=0 	HADDR=0000000c 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxx0c0b0a09 	HREADY=1 	HRESP=OKAY 	data=1f1e1d1cxxxxxxxx 	data_buffer=xxxxxxxx13121110 	@local_cycle_counter=4 
@cycle_counter=487 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Word 	burst_length=16 	HWRITE=0 	HADDR=00000010 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=19181716xxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx23222120 	data_buffer=1f1e1d1cxxxxxxxx 	@local_cycle_counter=5 
@cycle_counter=488 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Word 	burst_length=16 	HWRITE=0 	HADDR=00000014 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxx1e1d1c1b 	HREADY=1 	HRESP=OKAY 	data=2f2e2d2cxxxxxxxx 	data_buffer=xxxxxxxx23222120 	@local_cycle_counter=6 
@cycle_counter=489 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Word 	burst_length=16 	HWRITE=0 	HADDR=00000018 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=2b2a2928xxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx33323130 	data_buffer=2f2e2d2cxxxxxxxx 	@local_cycle_counter=7 
@cycle_counter=490 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Word 	burst_length=16 	HWRITE=0 	HADDR=0000001c 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxx302f2e2d 	HREADY=1 	HRESP=OKAY 	data=3f3e3d3cxxxxxxxx 	data_buffer=xxxxxxxx33323130 	@local_cycle_counter=8 
@cycle_counter=491 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Word 	burst_length=16 	HWRITE=0 	HADDR=00000020 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=3d3c3b3axxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx43424140 	data_buffer=3f3e3d3cxxxxxxxx 	@local_cycle_counter=9 
@cycle_counter=492 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Word 	burst_length=16 	HWRITE=0 	HADDR=00000024 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxx4241403f 	HREADY=1 	HRESP=OKAY 	data=4f4e4d4cxxxxxxxx 	data_buffer=xxxxxxxx43424140 	@local_cycle_counter=10 
@cycle_counter=493 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Word 	burst_length=16 	HWRITE=0 	HADDR=00000028 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=4f4e4d4cxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx53525150 	data_buffer=4f4e4d4cxxxxxxxx 	@local_cycle_counter=11 
@cycle_counter=494 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Word 	burst_length=16 	HWRITE=0 	HADDR=0000002c 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxx54535251 	HREADY=1 	HRESP=OKAY 	data=5f5e5d5cxxxxxxxx 	data_buffer=xxxxxxxx53525150 	@local_cycle_counter=12 
@cycle_counter=495 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Word 	burst_length=16 	HWRITE=0 	HADDR=00000030 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=61605f5exxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx63626160 	data_buffer=5f5e5d5cxxxxxxxx 	@local_cycle_counter=13 
@cycle_counter=496 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Word 	burst_length=16 	HWRITE=0 	HADDR=00000034 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxx66656463 	HREADY=1 	HRESP=OKAY 	data=6f6e6d6cxxxxxxxx 	data_buffer=xxxxxxxx63626160 	@local_cycle_counter=14 
@cycle_counter=497 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Word 	burst_length=16 	HWRITE=0 	HADDR=00000038 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=73727170xxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx73727170 	data_buffer=6f6e6d6cxxxxxxxx 	@local_cycle_counter=15 
@cycle_counter=498 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Word 	burst_length=16 	HWRITE=0 	HADDR=0000003c 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxx78777675 	HREADY=1 	HRESP=OKAY 	data=7f7e7d7cxxxxxxxx 	data_buffer=xxxxxxxx73727170 	@local_cycle_counter=0 

@cycle_counter=499 	HTRANS=NONSEQ 	HBURST=INCR4 	HSIZE=Doubleword 	burst_length=4 	HWRITE=1 	HADDR=00000002 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=85848382xxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=070605040302xxxx 	data_buffer=7f7e7d7cxxxxxxxx 	@local_cycle_counter=1 
